1.14712e-8,1.34053e-8,1.0489e-8,1.39586e-8,1.13181e-8,1.72986e-8,7.81347e-9,7.83226e-9,1.05482e-8,9.13048e-9,7.50014e-9,4.64188e-9
2.23498e-7,2.27915e-7,2.12125e-7,2.85085e-7,2.0305e-7,1.75119e-7,9.81772e-8,1.01226e-7,4.64684e-8,9.22047e-8,6.45974e-8,9.41665e-8
2.32901e-6,2.21792e-6,2.41632e-6,3.20257e-6,4.23144e-6,5.30951e-6,5.983e-6,5.83482e-6,5.10406e-6,3.90458e-6,2.76247e-6,2.01162e-6
0.000135862,0.000142586,0.000135156,0.000142329,0.000121225,0.000103465,9.79501e-5,0.00011558,0.000124105,0.000111702,8.34957e-5,0.000103395
0.000215193,0.000375413,0.000277109,0.000197871,0.000171789,0.000114822,0.000127846,0.00018868,0.000200611,0.000225576,0.000125838,0.000106012
0.00019507,0.000341653,0.000374442,0.000470497,0.000596585,0.000766968,0.000803697,0.000461286,0.000303139,0.000316988,0.000397253,0.000339795
0.00326198,0.00120932,0.00343521,0.00831152,0.0109786,0.0103874,0.0128592,0.00877737,0.0151235,0.0189986,0.0158504,0.0095038
0.000880886,0.001387,0.00149084,0.00969878,0.0218632,0.018534,0.00957261,0.0118652,0.0196992,0.0325676,0.0129472,0.00164999
0.000862191,0.000915013,0.000502014,0.00445758,0.0114221,0.00744169,0.00447836,0.00289976,0.01297,0.0246239,0.0102854,0.00100114
0.000820284,0.00108706,0.000366813,0.00343377,0.00615966,0.0032542,0.00195944,0.0021957,0.0135213,0.0216057,0.00795282,0.00029415
0.000791825,0.000984816,0.000603335,0.00256163,0.00402135,0.00178454,0.00111763,0.00128031,0.0112473,0.0197466,0.00727308,0.000563265
0.000715558,0.00102939,0.000484572,0.00193222,0.00355957,0.00172663,0.00112288,0.00128406,0.0120867,0.0191732,0.00709128,0.000327877
0.000874077,0.00138179,0.00100986,0.00283845,0.00441379,0.00261908,0.00164572,0.00181484,0.00770816,0.0142563,0.00572664,0.000859178
0.00184521,0.00289147,0.00105089,0.00204423,0.00414076,0.00296174,0.00112417,0.00263382,0.0100231,0.0138598,0.00501481,0.000418532
0.00221007,0.00349544,0.00160742,0.00186651,0.00369778,0.0026184,0.00135359,0.0014412,0.00984549,0.0150258,0.00556875,0.000585051
0.00177393,0.00295648,0.00115154,0.00115422,0.0019951,0.00117246,0.000552726,0.000945843,0.00914863,0.0147061,0.00552393,0.000497454
0.00193404,0.00310592,0.00115654,0.000878735,0.00148443,0.000965972,0.000667425,0.000805409,0.00901878,0.014145,0.00484199,0.000430038
0.00676211,0.0106048,0.0070673,0.00587645,0.00696924,0.00778242,0.00957855,0.0109355,0.0168401,0.0144276,0.0146465,0.00601417
0.0041583,0.00818241,0.00579116,0.00450029,0.00775464,0.00688698,0.00460438,0.0104752,0.0323538,0.0451174,0.0174997,0.0038616
0.00436192,0.00712464,0.00227287,0.00237772,0.00515452,0.00419351,0.00302931,0.00297198,0.0272322,0.0433,0.0152445,0.0012772
0.00461148,0.00588064,0.00235221,0.00238337,0.00428241,0.00221066,0.00208733,0.00372105,0.0258857,0.0396464,0.0153689,0.00238834
0.0159454,0.00503261,0.00213445,0.00164701,0.0024685,0.00268182,0.00434661,0.0074498,0.0110033,0.0119219,0.0306415,0.0403447
0.0153157,0.00364307,0.00138952,0.00258652,0.00372704,0.00381108,0.00358973,0.00224743,0.00727958,0.0110975,0.0267805,0.0443219
0.0154815,0.00361407,0.00202468,0.00162455,0.00352181,0.00414854,0.00194719,0.00227163,0.00722857,0.00914724,0.0226599,0.0392437
0.0150021,0.00140391,0.0011852,0.0013478,0.00225099,0.00111093,0.00071789,0.00106263,0.00633932,0.01007,0.0256894,0.0392095
0.00536759,0.00549578,0.00236344,0.00231243,0.00392507,0.0064444,0.00711223,0.00650702,0.00857861,0.0126125,0.018794,0.0226415
0.00937127,0.00431483,0.00148119,0.00131447,0.00289158,0.00496526,0.00483887,0.00609945,0.00649063,0.00866727,0.00581586,0.0130736
