0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0




-31.8006,-0.803976,-0.336537,-0.5361,-0.155962,-0.065956,0.00830478,0.0780493,0.495888,0.916236,0.432227,0.376993,0.287123,-0.168352,-0.270954,-0.162971,-0.102939,0.20191,0.282131,0.239676
-19.9365,2.18211,0.593,0.439605,-0.229088,-0.0838374,0.190583,-0.0689276,-0.276123,0.027906,-0.248953,-0.252216,0.100463,-0.257978,-0.105024,-0.226048,-0.12007,0.0696695,-0.0896056,-0.234789
-18.0369,2.43971,0.48174,0.646049,0.28711,0.183727,0.25334,0.153691,-0.0835961,0.108215,-0.0234014,0.128141,-0.163982,-0.251301,-0.227784,-0.303821,-0.254638,-0.101074,-0.183667,-0.112785
-18.7782,2.12367,0.679988,0.516801,0.301446,0.240711,0.240189,-0.140994,0.0555629,0.128092,-0.188375,0.136596,-0.106516,-0.221337,-0.0491433,-0.297124,-0.243672,0.11817,-0.402188,-0.180411
-18.3825,1.96171,0.444109,0.629955,0.145537,0.0936466,0.209079,0.230773,0.316878,-0.11014,-0.584648,0.272759,-0.261831,-0.298175,0.541744,-0.0652728,-0.411946,0.054588,-0.490972,-0.29251
-20.6076,2.2575,0.595285,0.647638,0.598181,0.235487,0.157924,0.129426,0.04363,-0.180257,-0.357099,0.0210854,-0.0375348,-0.313707,-0.0394871,-0.0656832,-0.571994,-0.265189,-0.0935387,-0.103152
-17.0807,3.12614,-0.0693635,1.02541,0.954854,1.0002,0.1597,0.0264622,0.673837,0.00473798,-0.251202,0.117624,-0.139288,0.216238,0.15443,-0.00631264,0.0242202,0.113446,0.0377465,-0.120974
-9.69818,2.70957,-0.244506,1.2177,0.614423,0.516967,-0.0148986,-0.0277664,0.811455,0.0610017,-0.383099,-0.378666,-0.628968,0.206101,0.0410507,-0.0689151,-0.251719,0.026606,-0.368379,-0.0951136
-9.84256,3.53874,1.05914,1.64271,0.277711,0.295951,0.3459,0.270123,0.750083,0.0184097,-0.626989,-0.461409,-0.430231,0.149662,0.00452681,-0.125152,-0.00428693,0.267231,-0.256754,-0.258635
-12.7804,4.3489,1.25991,1.53119,0.881816,0.637698,0.274874,0.175496,0.29069,-0.36822,-0.353198,-0.382322,-0.610617,-0.0552077,-0.19001,0.0270648,0.157148,0.126763,-0.237307,0.0132942
-14.3624,4.42369,1.38512,1.87795,1.06888,0.76761,0.0935745,0.17791,0.414319,-0.14912,-0.418744,-0.51495,-0.761,-0.114,-0.105448,-0.189779,0.093838,0.349354,0.0532324,-0.204636
-15.387,4.16435,1.40842,2.14624,1.17823,0.792907,0.258584,0.0380518,0.370657,-0.30201,-0.477359,-0.504326,-0.440814,-0.144151,-0.22698,-0.266114,-0.10563,-0.00913593,-0.095248,-0.165845
-15.7447,4.52268,1.31097,2.04031,1.04408,0.615792,0.359082,0.407504,0.275568,-0.114499,-0.291209,-0.465363,-0.629318,-0.20696,0.0604497,-0.067633,-0.074059,-0.0449072,-0.237272,-0.239487
-15.6534,4.67371,1.02799,1.95204,0.792916,0.642582,0.311781,0.2651,0.510269,0.0635793,-0.287472,-0.137167,-0.448585,-0.271512,-0.0880657,-0.306352,-0.0789862,0.00120272,-0.333439,-0.317076
