-30.02,1.86982,0.632374,0.0246969,0.553334,-0.51272,-0.27585,-0.0583219,-0.213015,0.257184,0.120611,0.31233,-0.287398,-0.229695,-0.0959586,-0.273227,0.0191864,0.105838,0.0727782,-0.0788232
-23.7189,2.00183,0.781849,0.188273,0.356132,0.509694,0.0277322,0.121342,-0.186415,0.0583933,-0.168326,-0.20771,0.0947376,-0.0104953,0.239446,0.256821,0.00707293,-0.129608,-0.109038,-0.0933441
-21.4412,2.31905,0.642718,0.0375908,0.865387,0.40786,0.0779939,-0.0207276,-0.249401,0.177404,-0.327747,-0.21368,0.0293176,0.0259619,0.316563,0.0772796,-0.0496675,-0.118077,0.00900657,-0.130465
-20.1825,2.40932,0.731215,0.0755716,0.857979,0.606939,0.116877,-0.205561,-0.177527,0.115524,-0.334314,-0.16023,-0.148359,-0.115724,0.308486,0.140581,-0.000760967,-0.0213727,0.0276188,-0.125566
-19.0338,2.41906,0.530465,0.00097184,0.838982,0.584451,0.0983703,-0.0128549,-0.215655,0.113456,-0.234802,-0.114075,0.0253719,-0.13983,0.242738,0.214089,-0.0449553,-0.00352306,0.0733403,-0.272721
-18.3067,2.51387,0.7421,-0.0654006,0.764813,0.770672,0.0788008,0.0620058,-0.23023,-0.181217,-0.153495,-0.309144,-0.0134379,-0.205296,0.289968,0.0804079,-0.0202295,0.0200835,0.152862,-0.240539
-17.4837,2.2546,0.63667,-0.0570875,0.876989,0.603814,0.0972947,0.18798,-0.123186,-0.0320729,-0.203579,-0.273146,-0.0721427,-0.105489,0.423157,0.0280702,0.142718,-0.127482,0.0776042,-0.195566
-16.8892,2.41723,0.639688,-0.0566801,0.782874,0.704858,0.347372,0.209799,-0.277263,-0.220303,-0.328731,-0.352885,-0.0811109,-0.0690458,0.373331,0.00146951,-0.001033,-0.0789251,0.16747,-0.10164
-16.291,2.28351,0.655731,-0.0960841,0.793273,0.682352,0.262032,0.243415,-0.212532,-0.187123,-0.306128,-0.237294,-0.135381,0.0520435,0.301136,0.155672,-0.0728599,0.00566193,0.00359368,-0.130879
-15.9922,2.40953,0.82206,-0.235612,0.806973,0.722162,0.232436,0.283027,-0.148511,-0.173579,-0.305485,-0.351716,-0.18741,-0.208289,0.459736,0.0493327,-0.028907,-0.0621092,0.0884948,0.0141794
-15.4185,2.40307,0.83615,-0.270745,0.818299,0.69657,0.175744,0.223879,-0.181368,-0.274187,-0.348021,-0.205957,-0.0132044,-0.12334,0.410045,0.148268,-0.0864087,-0.109188,0.0714684,-0.0657025
-14.947,2.29714,0.579489,0.0422341,0.83127,0.429125,0.435423,0.169768,-0.273493,-0.02529,-0.274504,-0.260941,-0.172163,-0.0759204,0.335016,0.139338,-0.0878518,0.114873,-0.0211473,-0.0488625
-14.5899,2.32197,0.86211,-0.141214,0.771317,0.626059,0.22921,0.219412,-0.354073,-0.212813,-0.331554,-0.135629,-0.101386,-0.00968744,0.328703,0.140508,-0.182285,0.0997997,0.00142375,-0.137914
-14.3322,2.28034,0.681772,0.00224265,0.84732,0.504194,0.281633,0.0971537,-0.298816,-0.229349,-0.131177,-0.0841056,-0.00952587,-0.0184185,0.402402,0.0649589,-0.0451313,-0.00673679,0.0407739,-0.135019
-13.9976,2.33619,0.877182,-0.0606162,0.829164,0.600086,0.158197,-0.00193508,-0.20751,-0.239108,-0.280279,-0.0364365,-0.092976,-0.241763,0.374035,0.198057,-0.110043,0.0557012,0.0779069,-0.149499
-13.6897,2.17463,0.811139,-0.0799908,0.792365,0.538638,0.24329,0.133544,-0.410946,-0.171927,-0.0583415,0.00360163,-0.0864404,0.0399416,0.33214,0.00969518,0.124556,0.0407744,0.0936113,-0.146161
-13.2218,2.11191,0.91001,0.190915,0.752321,0.380673,0.135517,0.00657011,-0.276025,-0.118316,-0.073318,-0.0768015,-0.270041,-0.19007,0.372666,0.0675927,0.0204465,0.115778,0.105175,-0.19794
