-21.4745,2.2662,0.281792,0.0447009,-0.263468,-0.068448,0.331079,0.249053,-0.232903,0.181552,0.430557,0.0249942,-0.0555895,-0.018442,0.000672955,0.420523,-0.306047,0.0979121,-0.00284883,0.269211
-28.01,0.303763,0.908158,0.732948,0.340799,0.0424718,-0.0294677,-0.441652,0.280237,0.781389,0.553623,0.404526,-0.162932,-0.00562456,0.150001,0.170767,0.286661,0.281086,0.154899,0.24039
-30.9519,0.307967,1.75953,0.435344,-0.0583405,-0.957695,-0.251567,-0.744471,0.683524,0.797082,0.0424986,0.106803,-0.165547,-0.193504,0.00335804,-0.265152,-0.0324084,0.817458,0.179669,0.23022
-30.5645,-0.116769,1.57779,0.408732,0.231288,-0.457549,-0.234055,-1.06821,0.313101,0.879212,0.0552604,0.152117,-0.160559,-0.391778,0.0146966,-0.27807,0.0726662,0.801468,0.199667,0.455603
-31.3642,0.201903,1.64803,0.291587,-0.110782,-1.06406,-0.204285,-1.04621,0.310098,0.313171,-0.123943,0.216656,-0.334998,-0.300988,-0.0874835,-0.22711,-0.192743,0.67323,0.382601,0.213327
-31.3631,0.193486,1.64551,0.292437,-0.107901,-1.06107,-0.204862,-1.0485,0.306976,0.313702,-0.11822,0.219852,-0.333586,-0.297229,-0.086344,-0.226352,-0.189364,0.68007,0.387061,0.216268
-31.3568,0.200483,1.64203,0.289258,-0.1066,-1.05798,-0.204784,-1.04883,0.303528,0.306197,-0.126304,0.218481,-0.332984,-0.302195,-0.0901426,-0.228422,-0.190809,0.678146,0.38644,0.217959
-31.3577,0.212492,1.64275,0.286641,-0.109402,-1.06007,-0.20548,-1.0463,0.304875,0.303716,-0.133691,0.216193,-0.332924,-0.307176,-0.0907226,-0.228915,-0.194563,0.672252,0.381595,0.213918
-31.364,0.208039,1.6465,0.289613,-0.110944,-1.06348,-0.2047,-1.04547,0.309116,0.310294,-0.128515,0.215586,-0.33467,-0.304149,-0.088782,-0.228145,-0.194003,0.671589,0.380741,0.212641
-31.3629,0.196612,1.64781,0.29245,-0.110284,-1.06334,-0.203727,-1.04668,0.30932,0.31403,-0.120367,0.217903,-0.334738,-0.298071,-0.0860979,-0.225984,-0.19109,0.676046,0.384662,0.214576
-31.3614,0.194388,1.6433,0.291135,-0.106416,-1.05941,-0.205306,-1.04944,0.305446,0.310991,-0.120882,0.219822,-0.333448,-0.298176,-0.0876653,-0.227593,-0.18945,0.680275,0.38748,0.218116
-31.3557,0.207952,1.64184,0.287415,-0.107685,-1.05829,-0.205205,-1.0476,0.303379,0.303394,-0.131279,0.217338,-0.332721,-0.305878,-0.0910629,-0.228776,-0.192857,0.67503,0.38389,0.216054
